2305843009213693952,9
2305843009213693953,4
2305843009213693954,3
2305843009213693955,6
2305843009213693956,10
2305843009213693957,4
2305843009213693958,6
2305843009213693959,3
2305843009213693960,6
2305843009213693961,6
2305843009213693962,3
2305843009213693963,6
2305843009213693964,4
2305843009213693965,9
2305843009213693966,10
2305843009213693967,10
2305843009213693968,7
2305843009213693969,4
2305843009213693970,1
2305843009213693971,5
2305843009213693972,1
2305843009213693973,4
2305843009213693974,5
2305843009213693975,8
2305843009213693976,4
2305843009213693977,10
2305843009213693978,5
2305843009213693979,4
2305843009213693980,6
2305843009213693981,7
2305843009213693982,1
2305843009213693983,5
2305843009213693984,10
2305843009213693985,2
2305843009213693986,3
2305843009213693987,2
2305843009213693988,4
2305843009213693989,6
2305843009213693990,3
2305843009213693991,7
2305843009213693992,3
2305843009213693993,1
2305843009213693994,2
2305843009213693995,1
2305843009213693996,4
2305843009213693997,7
2305843009213693998,6
2305843009213693999,5
2305843009213694000,10
2305843009213694001,7
2305843009213694002,10
2305843009213694003,2
2305843009213694004,9
2305843009213694005,10
2305843009213694006,6
2305843009213694007,8
2305843009213694008,10
2305843009213694009,6
2305843009213694010,9
2305843009213694011,10
2305843009213694012,2
2305843009213694013,5
2305843009213694014,2
2305843009213694015,2
2305843009213694016,1
2305843009213694017,4
2305843009213694018,5
2305843009213694019,9
2305843009213694020,3
2305843009213694021,4
2305843009213694022,1
2305843009213694023,7
2305843009213694024,3
2305843009213694025,2
2305843009213694026,10
2305843009213694027,2
2305843009213694028,1
2305843009213694029,9
2305843009213694030,8
2305843009213694031,8
2305843009213694032,1
2305843009213694033,2
2305843009213694034,1
2305843009213694035,6
2305843009213694036,1
2305843009213694037,8
2305843009213694038,8
2305843009213694039,8
2305843009213694040,9
2305843009213694041,7
2305843009213694042,7
2305843009213694043,8
2305843009213694044,6
2305843009213694045,7
2305843009213694046,4
2305843009213694047,7
2305843009213694048,8
2305843009213694049,6
2305843009213694050,6
2305843009213694051,7
2305843009213694052,8
2305843009213694053,1
2305843009213694054,5
2305843009213694055,8
2305843009213694056,7
2305843009213694057,2
2305843009213694058,7
2305843009213694059,10
2305843009213694060,3
2305843009213694061,8
2305843009213694062,1
2305843009213694063,5
2305843009213694064,8
2305843009213694065,7
2305843009213694066,2
2305843009213694067,7
2305843009213694068,6
2305843009213694069,1
2305843009213694070,6
2305843009213694071,5
2305843009213694072,1
2305843009213694073,10
2305843009213694074,4
2305843009213694075,5
2305843009213694076,5
2305843009213694077,4
2305843009213694078,7
2305843009213694079,1
2305843009213694080,8
2305843009213694081,7
2305843009213694082,2
2305843009213694083,2
2305843009213694084,4
2305843009213694085,3
2305843009213694086,3
2305843009213694087,7
2305843009213694088,4
2305843009213694089,5
2305843009213694090,1
2305843009213694091,9
2305843009213694092,10
2305843009213694093,1
2305843009213694094,4
2305843009213694095,3
2305843009213694096,8
2305843009213694097,2
2305843009213694098,3
2305843009213694099,2
2305843009213694100,10
2305843009213694101,10
2305843009213694102,7
2305843009213694103,6
2305843009213694104,10
2305843009213694105,4
2305843009213694106,8
2305843009213694107,8
2305843009213694108,8
2305843009213694109,8
2305843009213694110,10
2305843009213694111,3
2305843009213694112,8
2305843009213694113,6
2305843009213694114,3
2305843009213694115,3
2305843009213694116,7
2305843009213694117,7
2305843009213694118,1
2305843009213694119,3
2305843009213694120,3
2305843009213694121,2
2305843009213694122,3
2305843009213694123,9
2305843009213694124,7
2305843009213694125,3
2305843009213694126,4
2305843009213694127,2
2305843009213694128,1
2305843009213694129,1
2305843009213694130,3
2305843009213694131,9
2305843009213694132,7
2305843009213694133,7
2305843009213694134,3
2305843009213694135,8
2305843009213694136,8
2305843009213694137,10
2305843009213694138,4
2305843009213694139,1
2305843009213694140,7
2305843009213694141,6
2305843009213694142,10
2305843009213694143,3
2305843009213694144,2
2305843009213694145,4
2305843009213694146,8
2305843009213694147,8
2305843009213694148,9
2305843009213694149,4
2305843009213694150,4
2305843009213694151,1
2305843009213694152,6
2305843009213694153,3
2305843009213694154,1
2305843009213694155,7
2305843009213694156,8
2305843009213694157,2
2305843009213694158,4
2305843009213694159,2
2305843009213694160,4
2305843009213694161,2
2305843009213694162,8
2305843009213694163,2
2305843009213694164,10
