35.531,139.531,35.53,139.53
35.532,139.532,35.531,139.531
35.533,139.533,35.532,139.532
35.534,139.534,35.533,139.533
35.535,139.535,35.534,139.534
35.536,139.536,35.535,139.535
35.537,139.537,35.536,139.536
35.538,139.538,35.537,139.537
35.539,139.539,35.538,139.538
35.54,139.54,35.539,139.539
35.541,139.541,35.54,139.54
35.542,139.542,35.541,139.541
35.543,139.543,35.542,139.542
35.544,139.544,35.543,139.543
35.545,139.545,35.544,139.544
35.546,139.546,35.545,139.545
35.547,139.547,35.546,139.546
35.548,139.548,35.547,139.547
35.549,139.549,35.548,139.548
35.55,139.55,35.549,139.549
35.551,139.551,35.55,139.55
35.552,139.552,35.551,139.551
35.553,139.553,35.552,139.552
35.554,139.554,35.553,139.553
35.555,139.555,35.554,139.554
35.556,139.556,35.555,139.555
35.557,139.557,35.556,139.556
35.558,139.558,35.557,139.557
35.559,139.559,35.558,139.558
35.56,139.56,35.559,139.559
35.561,139.561,35.56,139.56
35.562,139.562,35.561,139.561
35.563,139.563,35.562,139.562
35.564,139.564,35.563,139.563
35.565,139.565,35.564,139.564
35.566,139.566,35.565,139.565
35.567,139.567,35.566,139.566
35.568,139.568,35.567,139.567
35.569,139.569,35.568,139.568
35.57,139.57,35.569,139.569
35.571,139.571,35.57,139.57
35.572,139.572,35.571,139.571
35.573,139.573,35.572,139.572
35.574,139.574,35.573,139.573
35.575,139.575,35.574,139.574
35.576,139.576,35.575,139.575
35.577,139.577,35.576,139.576
35.578,139.578,35.577,139.577
35.579,139.579,35.578,139.578
35.58,139.58,35.579,139.579
35.581,139.581,35.58,139.58
35.582,139.582,35.581,139.581
35.583,139.583,35.582,139.582
35.584,139.584,35.583,139.583
35.585,139.585,35.584,139.584
35.586,139.586,35.585,139.585
35.587,139.587,35.586,139.586
35.588,139.588,35.587,139.587
35.589,139.589,35.588,139.588
35.59,139.59,35.589,139.589
